Cakupan,UHH,HLS,RLS,Pengeluaran,IPM,Tahun
KABUPATEN SORONG,66.55,13.91,8.52,7607.0,66.69,2022
KABUPATEN RAJA AMPAT,65.12,12.1,8.16,8187.0,64.65,2022
KABUPATEN TAMBRAUW,60.68,12.19,5.64,5084.0,54.63,2022
KABUPATEN MAYBRAT,65.53,13.48,7.19,5425.0,60.49,2022
KABUPATEN MANOKWARI SELATAN,67.84,12.37,6.9,5691.0,60.68,2022
KABUPATEN PEGUNUNGAN ARFAK,67.5,11.78,5.34,5204.0,57.01,2022
KOTA SORONG,71.4,14.4,11.32,13874.0,78.98,2022
KABUPATEN MERAUKE,67.31,14.2,9.04,10424.0,71.24,2022
KABUPATEN JAYAWIJAYA,60.26,12.83,5.74,7765.0,59.6,2022
KABUPATEN JAYAPURA,67.45,14.4,10.27,10230.0,72.67,2022
KABUPATEN NABIRE,68.41,12.44,10.16,9040.0,69.91,2022
KABUPATEN KEPULAUAN YAPEN,69.39,12.8,9.69,7685.0,68.41,2022
KABUPATEN BIAK NUMFOR,68.5,14.21,10.53,9788.0,72.85,2022
KABUPATEN PANIAI,66.94,10.52,4.78,6554.0,57.14,2022
KABUPATEN PUNCAK JAYA,65.66,7.5,4.03,5422.0,49.84,2022
KABUPATEN MIMIKA,72.57,12.95,10.2,11647.0,75.08,2022
KABUPATEN BOVEN DIGOEL,60.64,11.27,9.03,8086.0,62.52,2022
KABUPATEN MAPPI,65.66,10.84,6.78,6550.0,59.61,2022
KABUPATEN ASMAT,58.9,9.49,5.36,5860.0,52.22,2022
KABUPATEN YAHUKIMO,66.31,7.8,4.28,5101.0,50.25,2022
KABUPATEN PEGUNUNGAN BINTANG,64.79,6.59,3.23,5618.0,47.21,2022
KABUPATEN TOLIKARA,66.08,8.83,3.67,5079.0,50.51,2022
KABUPATEN SARMI,66.74,12.32,9.15,6864.0,64.86,2022
KABUPATEN KEEROM,67.04,12.45,8.31,9153.0,67.24,2022
KABUPATEN WAROPEN,66.68,12.83,9.4,6919.0,65.67,2022
KABUPATEN SUPIORI,66.36,13.18,9.09,5904.0,63.65,2022
KABUPATEN MAMBERAMO RAYA,58.29,11.82,6.12,4806.0,53.1,2022
KABUPATEN NDUGA,55.7,4.07,1.58,4190.0,34.1,2022
KABUPATEN LANNY JAYA,66.31,9.07,3.59,4559.0,49.62,2022
KABUPATEN MAMBERAMO TENGAH,64.05,9.44,3.48,4630.0,49.25,2022
KABUPATEN YALIMO,65.72,9.5,3.19,4802.0,49.9,2022
KABUPATEN PUNCAK,66.13,5.58,2.17,5583.0,43.87,2022
KABUPATEN DOGIYAI,66.13,10.61,4.96,5705.0,55.72,2022
KABUPATEN INTAN JAYA,65.93,7.67,3.26,5624.0,49.25,2022
KABUPATEN DEIYAI,65.66,9.84,3.26,4808.0,50.42,2022
KOTA JAYAPURA,70.76,15.04,11.74,15189.0,80.61,2022
KABUPATEN KERINCI,70.28,13.89,8.57,10570.0,71.99,2022
KABUPATEN MERANGIN,71.53,12.05,7.91,10714.0,69.98,2022
KABUPATEN SAROLANGUN,69.46,12.47,8.12,12069.0,70.89,2022
KABUPATEN BATANG HARI,70.93,12.94,8.21,10173.0,70.51,2022
KABUPATEN MUARO JAMBI,71.58,12.99,8.59,9118.0,70.18,2022
KABUPATEN TANJUNG JABUNG TIMUR,66.66,12.18,7.19,9503.0,65.77,2022
KABUPATEN TANJUNG JABUNG BARAT,68.43,12.64,8.18,9968.0,68.79,2022
KABUPATEN TEBO,70.26,12.65,7.7,10725.0,69.78,2022
KABUPATEN BUNGO,68.13,12.64,8.29,11956.0,70.55,2022
KOTA JAMBI,72.99,15.38,11.21,12597.0,79.58,2022
KOTA SUNGAI PENUH,72.53,14.81,10.34,10745.0,76.17,2022
KABUPATEN OGAN KOMERING ULU,68.55,12.84,8.73,10499.0,70.24,2022
KABUPATEN OGAN KOMERING ILIR,69.01,11.89,7.07,11251.0,68.02,2022
KABUPATEN MUARA ENIM,69.38,11.99,7.9,11304.0,69.43,2022
KABUPATEN LAHAT,66.52,12.43,8.53,10296.0,68.4,2022
KABUPATEN MUSI RAWAS,68.62,12.21,7.55,10107.0,67.78,2022
KABUPATEN MUSI BANYUASIN,69.19,12.3,7.65,10453.0,68.6,2022
KABUPATEN BANYU ASIN,69.43,11.95,7.45,10299.0,67.93,2022
KABUPATEN OGAN KOMERING ULU SELATAN,67.36,11.78,7.86,8895.0,65.87,2022
KABUPATEN OGAN KOMERING ULU TIMUR,69.48,12.46,7.8,11759.0,70.23,2022
KABUPATEN OGAN ILIR,65.98,12.32,7.91,11069.0,67.96,2022
KABUPATEN EMPAT LAWANG,65.45,12.08,7.65,9838.0,66.0,2022
KABUPATEN PENUKAL ABAB LEMATANG ILIR,68.65,12.3,7.06,8680.0,65.75,2022
KABUPATEN MUSI RAWAS UTARA,66.08,11.61,7.26,10283.0,65.74,2022
KOTA PALEMBANG,71.49,14.43,10.91,15168.0,79.47,2022
KOTA PRABUMULIH,70.87,13.03,10.2,13106.0,75.52,2022
KOTA PAGAR ALAM,67.29,13.24,9.41,9330.0,69.6,2022
KOTA LUBUKLINGGAU,69.82,13.39,9.91,13832.0,75.53,2022
KABUPATEN BENGKULU SELATAN,68.15,13.63,9.39,10318.0,71.42,2022
KABUPATEN REJANG LEBONG,69.0,14.01,8.55,10547.0,71.45,2022
KABUPATEN BENGKULU UTARA,68.53,12.89,8.1,10774.0,69.77,2022
KABUPATEN KAUR,67.01,13.07,8.39,9009.0,67.77,2022
KABUPATEN SELUMA,68.13,13.3,8.09,8657.0,67.76,2022
KABUPATEN MUKOMUKO,67.0,12.76,8.31,10747.0,69.12,2022
KABUPATEN LEBONG,63.68,12.75,8.24,11644.0,68.12,2022
KABUPATEN KEPAHIANG,68.28,13.13,8.3,9708.0,69.09,2022
KABUPATEN BENGKULU TENGAH,68.37,13.45,7.49,9697.0,68.47,2022
KOTA BENGKULU,70.46,16.04,11.82,14503.0,80.99,2022
KABUPATEN LAMPUNG BARAT,67.9,12.27,8.2,10175.0,68.39,2022
KABUPATEN TANGGAMUS,68.95,12.3,7.35,9557.0,67.22,2022
KABUPATEN LAMPUNG SELATAN,69.69,12.54,7.72,10266.0,69.0,2022
KABUPATEN LAMPUNG TIMUR,71.01,12.96,8.04,10403.0,70.58,2022
KABUPATEN LAMPUNG TENGAH,70.08,12.95,7.64,11710.0,70.8,2022
KABUPATEN LAMPUNG UTARA,69.57,12.54,8.35,8951.0,68.33,2022
KABUPATEN WAY KANAN,69.69,12.42,7.72,9450.0,68.04,2022
KABUPATEN TULANGBAWANG,70.22,12.28,7.56,11114.0,69.53,2022
KABUPATEN PESAWARAN,69.44,12.61,7.77,8192.0,66.7,2022
KABUPATEN PRINGSEWU,70.65,12.91,8.4,10577.0,70.98,2022
KABUPATEN MESUJI,68.51,11.8,7.09,8466.0,64.94,2022
KABUPATEN TULANG BAWANG BARAT,70.23,12.09,7.72,8737.0,67.13,2022
KABUPATEN PESISIR BARAT,63.99,12.13,8.53,8663.0,65.14,2022
KOTA BANDAR LAMPUNG,71.66,14.71,10.96,12593.0,78.01,2022
KOTA METRO,71.88,14.76,10.98,12233.0,77.89,2022
KABUPATEN BANGKA,71.37,12.8,8.27,12863.0,72.95,2022
KABUPATEN BELITUNG,71.31,11.89,8.74,14045.0,73.38,2022
KABUPATEN BANGKA BARAT,70.25,11.72,7.46,12790.0,70.12,2022
KABUPATEN BANGKA TENGAH,71.82,12.11,7.22,13422.0,71.4,2022
KABUPATEN BANGKA SELATAN,68.68,11.43,6.89,12341.0,67.95,2022
KABUPATEN BELITUNG TIMUR,72.33,11.65,8.67,12357.0,72.29,2022
KOTA PANGKAL PINANG,73.68,13.17,10.27,16307.0,79.24,2022
KABUPATEN KARIMUN,71.53,12.59,8.48,12304.0,72.65,2022
KABUPATEN BINTAN,70.76,13.27,8.7,14739.0,74.99,2022
KABUPATEN NATUNA,65.76,13.92,8.96,14834.0,73.47,2022
KABUPATEN LINGGA,62.92,12.61,7.12,12134.0,66.57,2022
KABUPATEN KEPULAUAN ANAMBAS,67.73,12.89,7.38,12137.0,69.61,2022
KOTA B A T A M,73.62,13.32,11.17,18506.0,81.67,2022
KOTA TANJUNG PINANG,72.49,14.14,10.49,15864.0,79.64,2022
KABUPATEN SIMEULUE,65.48,14.08,9.73,7371.0,67.27,2022
KABUPATEN ACEH SINGKIL,67.65,14.34,8.69,8994.0,69.62,2022
KABUPATEN ACEH SELATAN,64.64,14.69,8.89,8353.0,67.87,2022
KABUPATEN ACEH TENGGARA,68.48,14.26,9.92,8222.0,70.32,2022
KABUPATEN ACEH TIMUR,68.94,13.06,8.32,9127.0,68.72,2022
KABUPATEN ACEH TENGAH,69.05,14.61,9.87,10957.0,73.95,2022
KABUPATEN ACEH BARAT,68.19,14.63,9.87,9775.0,72.34,2022
KABUPATEN ACEH BESAR,69.99,14.75,10.35,9894.0,74.0,2022
KABUPATEN PIDIE,67.15,14.49,9.02,10211.0,71.2,2022
KABUPATEN BIREUEN,71.48,14.86,9.31,9438.0,73.16,2022
KABUPATEN ACEH UTARA,69.01,14.73,8.73,8620.0,70.22,2022
KABUPATEN ACEH BARAT DAYA,65.3,13.66,8.68,8651.0,67.41,2022
KABUPATEN GAYO LUES,65.77,14.08,8.41,9094.0,68.25,2022
KABUPATEN ACEH TAMIANG,69.87,13.96,9.04,8759.0,70.43,2022
KABUPATEN NAGAN RAYA,69.45,14.16,8.95,8581.0,70.1,2022
KABUPATEN ACEH JAYA,67.4,14.01,8.72,10041.0,70.36,2022
KABUPATEN BENER MERIAH,69.48,13.71,10.01,11421.0,73.9,2022
KABUPATEN PIDIE JAYA,70.41,14.98,9.53,10701.0,74.34,2022
KOTA BANDA ACEH,71.79,17.81,13.03,17228.0,86.28,2022
KOTA SABANG,70.79,14.4,11.19,11780.0,76.85,2022
KOTA LANGSA,69.63,15.64,11.14,12353.0,77.82,2022
KOTA LHOKSEUMAWE,71.87,15.27,11.12,11701.0,78.04,2022
KOTA SUBULUSSALAM,64.3,14.81,8.22,7689.0,66.2,2022
KABUPATEN NIAS,70.34,13.3,6.14,7301.0,64.56,2023
KABUPATEN MANDAILING NATAL,63.47,13.86,8.84,10251.0,68.56,2023
KABUPATEN TAPANULI SELATAN,65.56,13.58,9.51,11829.0,71.55,2023
KABUPATEN TAPANULI TENGAH,67.9,13.49,8.87,10690.0,70.91,2023
KABUPATEN TAPANULI UTARA,69.57,13.73,10.09,12115.0,74.65,2023
KABUPATEN TOBA SAMOSIR,71.24,13.59,10.59,12676.0,76.38,2023
KABUPATEN LABUHAN BATU,70.77,13.25,9.49,11670.0,73.69,2023
KABUPATEN ASAHAN,69.09,12.64,8.83,11795.0,71.56,2023
KABUPATEN SIMALUNGUN,72.2,12.82,9.72,11746.0,74.29,2023
KABUPATEN DAIRI,70.11,13.32,9.88,10969.0,73.27,2023
KABUPATEN KARO,72.28,13.25,10.03,12779.0,75.98,2023
KABUPATEN DELI SERDANG,72.31,13.39,10.28,12890.0,76.52,2023
KABUPATEN LANGKAT,69.64,13.27,8.73,11632.0,72.21,2023
KABUPATEN NIAS SELATAN,69.58,12.78,6.48,7299.0,64.12,2023
KABUPATEN HUMBANG HASUNDUTAN,70.27,13.32,10.01,8476.0,70.75,2023
KABUPATEN PAKPAK BHARAT,66.89,13.9,9.61,8764.0,69.58,2023
KABUPATEN SAMOSIR,72.24,13.51,9.47,9158.0,72.08,2023
KABUPATEN SERDANG BEDAGAI,69.59,12.64,8.85,11695.0,71.75,2023
KABUPATEN BATU BARA,67.88,13.11,8.5,10933.0,70.31,2023
KABUPATEN PADANG LAWAS UTARA,67.82,13.53,9.55,10615.0,71.63,2023
KABUPATEN PADANG LAWAS,67.71,13.7,9.43,9395.0,70.34,2023
KABUPATEN LABUHAN BATU SELATAN,69.54,13.42,8.93,11950.0,72.82,2023
KABUPATEN LABUHAN BATU UTARA,70.25,13.57,8.87,12429.0,73.63,2023
KABUPATEN NIAS UTARA,70.24,13.36,6.85,6788.0,64.64,2023
KABUPATEN NIAS BARAT,69.96,12.98,7.07,6382.0,63.7,2023
KOTA SIBOLGA,70.18,13.42,10.44,12285.0,75.2,2023
KOTA TANJUNG BALAI,64.28,13.14,9.68,11753.0,70.59,2023
KOTA PEMATANG SIANTAR,74.75,14.6,11.58,12984.0,80.46,2023
KOTA TEBING TINGGI,71.63,13.12,10.86,13385.0,76.98,2023
KOTA MEDAN,73.93,14.78,11.62,15674.0,82.19,2023
KOTA BINJAI,73.13,14.17,11.19,11567.0,77.6,2023
KOTA PADANGSIDIMPUAN,70.2,14.59,11.12,11552.0,76.44,2023
KOTA GUNUNGSITOLI,72.09,13.78,8.65,8635.0,70.68,2023
KABUPATEN KEPULAUAN SERIBU,69.61,12.66,9.03,13523.0,73.39,2023
KOTA JAKARTA SELATAN,74.78,13.66,11.75,24975.0,86.07,2023
KOTA JAKARTA TIMUR,75.12,14.06,11.88,18712.0,84.13,2023
KOTA JAKARTA PUSAT,74.81,13.29,11.54,18202.0,82.53,2023
KOTA JAKARTA BARAT,74.16,12.87,11.23,21709.0,83.02,2023
KOTA JAKARTA UTARA,73.59,12.67,10.84,19617.0,81.11,2023
KABUPATEN BOGOR,71.92,12.64,8.37,11153.0,71.78,2023
KABUPATEN SUKABUMI,71.83,12.38,7.33,9482.0,68.49,2023
KABUPATEN CIANJUR,70.79,12.03,7.22,8626.0,66.55,2023
KABUPATEN BANDUNG,74.27,12.73,9.1,11018.0,73.74,2023
KABUPATEN GARUT,72.07,12.16,7.84,8685.0,68.11,2023
KABUPATEN TASIKMALAYA,70.19,12.63,7.96,8562.0,67.76,2023
KABUPATEN CIAMIS,72.57,14.29,8.09,9750.0,72.05,2023
KABUPATEN KUNINGAN,74.29,12.26,7.89,10011.0,70.72,2023
KABUPATEN CIREBON,72.76,12.41,7.64,11128.0,70.95,2023
KABUPATEN MAJALENGKA,71.05,12.26,7.52,10340.0,69.13,2023
KABUPATEN SUMEDANG,73.19,13.01,8.73,11136.0,73.18,2023
KABUPATEN INDRAMAYU,72.46,12.29,6.94,10580.0,69.25,2023
KABUPATEN SUBANG,73.24,11.91,7.45,11537.0,70.7,2023
KABUPATEN PURWAKARTA,71.74,12.18,8.13,12619.0,72.09,2023
KABUPATEN KARAWANG,72.9,12.2,8.04,12392.0,72.35,2023
KABUPATEN BEKASI,74.3,13.17,9.57,12123.0,75.76,2023
KABUPATEN BANDUNG BARAT,73.1,11.91,8.23,9392.0,69.61,2023
KABUPATEN PANGANDARAN,72.17,12.3,8.04,9406.0,69.38,2023
KOTA BOGOR,74.45,13.45,10.64,12656.0,77.85,2023
KOTA SUKABUMI,73.11,13.6,10.37,11799.0,76.32,2023
KOTA BANDUNG,75.04,14.24,11.06,18236.0,83.04,2023
KOTA CIREBON,73.08,13.16,10.37,12506.0,76.46,2023
KOTA BEKASI,75.79,14.12,11.66,16479.0,83.03,2023
KOTA DEPOK,75.23,13.96,11.58,16279.0,82.38,2023
KOTA CIMAHI,74.8,13.84,11.39,12883.0,79.46,2023
KOTA TASIKMALAYA,72.92,13.49,9.54,11063.0,74.47,2023
KOTA BANJAR,71.8,13.27,8.79,11356.0,73.08,2023
KABUPATEN CILACAP,74.25,12.67,7.39,11432.0,71.83,2023
KABUPATEN BANYUMAS,73.98,13.26,7.87,12492.0,73.86,2023
KABUPATEN PURBALINGGA,73.37,12.02,7.34,10964.0,70.24,2023
KABUPATEN BANJARNEGARA,74.47,11.82,6.86,10226.0,69.14,2023
KABUPATEN KEBUMEN,73.83,13.37,7.86,9734.0,71.37,2023
KABUPATEN PURWOREJO,75.21,13.53,8.46,11110.0,74.28,2023
KABUPATEN WONOSOBO,72.17,11.8,6.89,11577.0,69.37,2023
KABUPATEN MAGELANG,74.2,12.61,7.82,10493.0,71.45,2023
KABUPATEN BOYOLALI,76.23,12.66,8.09,13716.0,75.41,2023
KABUPATEN BLORA,74.71,12.51,7.08,10541.0,70.63,2023
KABUPATEN REMBANG,74.77,12.15,7.72,11399.0,71.89,2023
KABUPATEN PATI,76.39,12.96,7.8,11385.0,73.59,2023
KABUPATEN KUDUS,76.86,13.26,9.34,12088.0,76.71,2023
KABUPATEN JEPARA,76.04,12.85,8.26,11306.0,73.85,2023
KABUPATEN DEMAK,75.6,13.34,8.27,11166.0,74.07,2023
KABUPATEN SEMARANG,75.95,13.05,8.07,12943.0,75.13,2023
KABUPATEN TEMANGGUNG,75.77,12.61,7.5,10108.0,71.33,2023
KABUPATEN KENDAL,74.58,12.99,7.73,12755.0,73.86,2023
KABUPATEN BATANG,74.85,12.15,7.07,10470.0,70.2,2023
KABUPATEN PEKALONGAN,73.87,12.44,7.47,11297.0,71.4,2023
KABUPATEN PEMALANG,73.85,12.01,6.55,9587.0,68.03,2023
KABUPATEN TEGAL,72.0,12.92,7.34,10537.0,70.23,2023
KABUPATEN BREBES,69.96,12.44,6.4,10993.0,67.95,2023
KOTA MAGELANG,77.22,14.4,11.2,13175.0,81.17,2023
KOTA SURAKARTA,77.63,14.9,11.0,15870.0,83.54,2023
KOTA SALATIGA,77.93,15.44,11.24,16650.0,84.99,2023
KOTA SEMARANG,77.9,15.55,10.81,16420.0,84.43,2023
KOTA PEKALONGAN,74.6,12.87,9.29,14056.0,76.71,2023
KOTA TEGAL,74.77,13.18,9.24,14013.0,77.02,2023
KABUPATEN KULON PROGO,75.29,14.48,9.18,10723.0,75.79,2023
KABUPATEN BANTUL,73.94,15.61,9.79,16524.0,81.39,2023
KABUPATEN GUNUNG KIDUL,74.24,13.39,7.32,10065.0,71.24,2023
KABUPATEN SLEMAN,75.08,16.77,11.01,16976.0,84.77,2023
KOTA YOGYAKARTA,74.91,17.62,12.11,19920.0,88.28,2023
KABUPATEN PACITAN,72.86,12.68,7.88,9681.0,70.19,2023
KABUPATEN PONOROGO,73.55,13.77,7.78,10658.0,72.5,2023
KABUPATEN TRENGGALEK,74.64,12.62,7.9,10465.0,71.73,2023
KABUPATEN TULUNGAGUNG,74.91,13.34,8.66,11565.0,74.61,2023
KABUPATEN BLITAR,74.34,12.65,7.83,11499.0,72.49,2023
KABUPATEN KEDIRI,73.27,13.62,8.24,11952.0,73.96,2023
KABUPATEN MALANG,73.26,13.48,7.75,10791.0,72.16,2023
KABUPATEN LUMAJANG,70.96,12.16,7.14,9720.0,67.87,2023
KABUPATEN JEMBER,70.03,13.49,6.52,10277.0,68.64,2023
KABUPATEN BANYUWANGI,71.38,13.12,7.76,12820.0,72.61,2023
KABUPATEN BONDOWOSO,67.6,13.32,6.36,11255.0,67.99,2023
KABUPATEN SITUBONDO,69.94,13.19,6.9,10702.0,69.16,2023
KABUPATEN PROBOLINGGO,68.12,12.63,6.29,11756.0,67.79,2023
KABUPATEN PASURUAN,70.81,12.77,7.44,11239.0,70.29,2023
KABUPATEN SIDOARJO,74.69,14.97,10.78,15311.0,81.55,2023
KABUPATEN MOJOKERTO,73.25,12.97,9.11,13467.0,75.53,2023
KABUPATEN JOMBANG,73.22,13.59,8.77,11999.0,74.6,2023
KABUPATEN NGANJUK,72.28,13.17,8.24,12821.0,73.71,2023
KABUPATEN MADIUN,72.28,13.23,7.95,12259.0,72.97,2023
KABUPATEN MAGETAN,73.29,14.07,8.67,12495.0,75.41,2023
KABUPATEN NGAWI,73.2,12.85,7.78,11897.0,72.47,2023
KABUPATEN BOJONEGORO,72.57,12.92,7.45,10776.0,70.85,2023
KABUPATEN TUBAN,72.36,12.27,7.4,11174.0,70.34,2023
KABUPATEN LAMONGAN,73.22,14.02,8.34,12019.0,74.53,2023
KABUPATEN GRESIK,73.3,13.97,10.01,13870.0,77.98,2023
KABUPATEN BANGKALAN,70.79,11.97,5.99,9438.0,65.75,2023
KABUPATEN SAMPANG,68.64,12.54,5.07,9363.0,64.13,2023
KABUPATEN PAMEKASAN,68.31,13.68,7.15,9420.0,67.96,2023
KABUPATEN SUMENEP,72.47,13.58,5.94,9807.0,68.61,2023
KOTA KEDIRI,74.67,15.45,10.69,13276.0,80.44,2023
KOTA BLITAR,74.66,14.57,10.78,14548.0,80.63,2023
KOTA MALANG,74.13,15.77,10.94,17222.0,83.39,2023
KOTA PROBOLINGGO,70.99,13.73,9.56,12999.0,75.43,2023
KOTA PASURUAN,72.31,13.66,9.78,14250.0,77.17,2023
KOTA MOJOKERTO,74.1,14.04,11.05,14422.0,80.07,2023
KOTA MADIUN,73.44,14.44,11.82,17115.0,82.71,2023
KOTA SURABAYA,74.75,14.85,10.7,18977.0,83.45,2023
KOTA BATU,73.29,14.56,9.85,13603.0,78.18,2023
KABUPATEN PANDEGLANG,65.58,13.73,7.15,9151.0,66.42,2023
KABUPATEN LEBAK,68.13,12.1,6.6,9130.0,65.21,2023
KABUPATEN TANGERANG,70.65,12.87,8.93,12749.0,73.43,2023
KABUPATEN SERANG,65.6,12.86,7.79,11320.0,68.39,2023
KOTA TANGERANG,72.24,13.89,10.91,15377.0,79.46,2023
KOTA CILEGON,67.39,13.21,10.38,13663.0,74.54,2023
KOTA SERANG,68.98,12.82,8.91,14088.0,73.48,2023
KOTA TANGERANG SELATAN,73.11,14.68,11.85,16225.0,82.28,2023
KABUPATEN JEMBRANA,73.2,13.02,8.65,12236.0,74.04,2023
KABUPATEN TABANAN,74.48,13.04,9.35,14832.0,77.43,2023
KABUPATEN BADUNG,75.88,14.22,10.9,17915.0,83.08,2023
KABUPATEN GIANYAR,74.52,14.09,9.8,15047.0,79.24,2023
KABUPATEN KLUNGKUNG,72.28,13.12,8.48,11760.0,73.11,2023
KABUPATEN BANGLI,71.33,12.52,7.57,11670.0,70.79,2023
KABUPATEN KARANG ASEM,71.25,12.63,6.68,10753.0,68.91,2023
KABUPATEN BULELENG,72.7,13.27,7.57,13987.0,73.97,2023
KOTA DENPASAR,75.69,14.11,11.52,20128.0,84.73,2023
KABUPATEN LOMBOK BARAT,68.08,13.98,6.87,11960.0,70.15,2023
KABUPATEN LOMBOK TENGAH,67.12,13.87,6.61,10948.0,68.4,2023
KABUPATEN LOMBOK TIMUR,66.95,14.06,7.12,10152.0,68.41,2023
KABUPATEN SUMBAWA,68.54,13.24,8.52,9981.0,69.87,2023
KABUPATEN DOMPU,67.76,13.83,8.97,9404.0,69.98,2023
KABUPATEN BIMA,67.27,13.65,8.29,8963.0,68.28,2023
KABUPATEN SUMBAWA BARAT,69.2,13.66,8.98,12214.0,73.17,2023
KABUPATEN LOMBOK UTARA,68.17,13.01,6.39,9785.0,66.62,2023
KOTA MATARAM,72.55,15.67,9.56,15894.0,80.09,2023
KOTA BIMA,71.19,15.06,10.95,11740.0,77.36,2023
KABUPATEN SUMBA BARAT,67.57,13.26,6.92,7993.0,65.22,2023
KABUPATEN SUMBA TIMUR,65.82,12.86,7.57,10008.0,67.05,2023
KABUPATEN KUPANG,65.64,13.89,7.42,8220.0,65.82,2023
KABUPATEN TIMOR TENGAH SELATAN,66.89,12.61,6.97,7450.0,63.58,2023
KABUPATEN TIMOR TENGAH UTARA,67.61,13.35,8.16,6889.0,65.16,2023
KABUPATEN BELU,65.63,12.31,7.39,7907.0,63.83,2023
KABUPATEN ALOR,62.35,12.28,8.45,7565.0,62.99,2023
KABUPATEN LEMBATA,67.87,12.46,8.26,7962.0,66.12,2023
KABUPATEN FLORES TIMUR,65.96,12.95,8.04,8223.0,65.79,2023
KABUPATEN SIKKA,68.3,13.66,6.98,8678.0,66.89,2023
KABUPATEN ENDE,66.12,13.82,8.2,9739.0,68.63,2023
KABUPATEN NGADA,68.71,12.74,8.82,9350.0,69.14,2023
KABUPATEN MANGGARAI,67.63,13.71,7.63,7903.0,66.42,2023
KABUPATEN ROTE NDAO,65.6,13.22,7.82,7061.0,64.0,2023
KABUPATEN MANGGARAI BARAT,68.0,12.53,7.94,7913.0,65.81,2023
KABUPATEN SUMBA TENGAH,68.87,13.13,7.0,6484.0,63.48,2023
KABUPATEN SUMBA BARAT DAYA,68.99,13.1,6.38,7080.0,63.74,2023
KABUPATEN NAGEKEO,67.91,12.59,8.14,8706.0,67.07,2023
KABUPATEN MANGGARAI TIMUR,68.49,12.59,7.7,6276.0,63.24,2023
KABUPATEN SABU RAIJUA,61.06,13.18,6.98,5899.0,58.89,2023
KABUPATEN MALAKA,65.67,12.82,7.13,6569.0,62.06,2023
KOTA KUPANG,70.52,16.44,11.62,13762.0,80.62,2023
KABUPATEN SAMBAS,69.76,12.72,6.75,11057.0,68.69,2023
KABUPATEN BENGKAYANG,74.2,12.16,7.22,9859.0,69.53,2023
KABUPATEN LANDAK,73.77,12.53,7.24,8423.0,68.14,2023
KABUPATEN MEMPAWAH,71.74,12.88,7.2,8690.0,67.92,2023
KABUPATEN SANGGAU,71.77,11.87,7.44,9213.0,67.77,2023
KABUPATEN KETAPANG,71.45,11.96,7.55,9984.0,68.68,2023
KABUPATEN SINTANG,72.41,12.3,7.64,9128.0,68.67,2023
KABUPATEN KAPUAS HULU,72.88,12.2,7.82,8055.0,67.67,2023
KABUPATEN SEKADAU,72.74,11.92,7.13,7981.0,66.33,2023
KABUPATEN MELAWI,73.32,11.34,7.42,9155.0,67.76,2023
KABUPATEN KAYONG UTARA,69.22,12.12,6.35,8594.0,64.79,2023
KABUPATEN KUBU RAYA,71.26,13.89,7.04,9605.0,69.6,2023
KOTA PONTIANAK,73.87,15.04,10.45,15632.0,81.03,2023
KOTA SINGKAWANG,72.81,12.94,8.21,12457.0,73.39,2023
KABUPATEN KEPULAUAN MENTAWAI,65.1,12.9,7.76,6891.0,63.13,2023
KABUPATEN PESISIR SELATAN,71.52,13.36,8.58,9953.0,71.44,2023
KABUPATEN SOLOK,69.56,13.55,7.9,10717.0,70.63,2023
KABUPATEN SIJUNJUNG,67.02,12.72,8.57,11018.0,69.65,2023
KABUPATEN TANAH DATAR,70.84,14.78,9.02,10905.0,73.98,2023
KABUPATEN PADANG PARIAMAN,69.7,14.19,8.41,11432.0,72.61,2023
KABUPATEN AGAM,73.23,13.89,9.22,10402.0,73.98,2023
KABUPATEN LIMA PULUH KOTA,70.3,13.41,8.12,10285.0,70.7,2023
KABUPATEN PASAMAN,68.29,13.25,8.13,8908.0,68.13,2023
KABUPATEN SOLOK SELATAN,68.71,12.8,8.69,10884.0,70.58,2023
KABUPATEN DHARMASRAYA,72.24,12.68,8.71,11901.0,73.04,2023
KABUPATEN PASAMAN BARAT,68.53,13.7,8.81,9538.0,70.19,2023
KOTA PADANG,74.16,16.56,11.62,15089.0,83.58,2023
KOTA SOLOK,74.39,14.36,11.36,12709.0,79.58,2023
KOTA SAWAH LUNTO,70.69,13.69,10.44,10829.0,74.42,2023
KOTA PADANG PANJANG,73.23,15.29,11.94,11310.0,79.26,2023
KOTA BUKITTINGGI,75.13,15.01,11.64,13859.0,81.78,2023
KOTA PAYAKUMBUH,74.43,14.3,10.88,13978.0,79.97,2023
KOTA PARIAMAN,70.95,14.79,10.79,13355.0,78.13,2023
KABUPATEN KOTAWARINGIN BARAT,71.28,12.77,8.66,13798.0,74.04,2023
KABUPATEN KOTAWARINGIN TIMUR,70.39,12.88,8.17,12546.0,72.21,2023
KABUPATEN KAPUAS,69.23,12.96,7.84,11829.0,70.75,2023
KABUPATEN BARITO SELATAN,67.75,12.8,9.13,12067.0,71.65,2023
KABUPATEN BARITO UTARA,71.68,12.54,8.91,10720.0,71.84,2023
KABUPATEN SUKAMARA,72.03,12.16,8.17,9494.0,69.44,2023
KABUPATEN LAMANDAU,69.84,12.52,8.67,12050.0,71.81,2023
KABUPATEN SERUYAN,69.63,12.03,8.0,10157.0,68.68,2023
KABUPATEN KATINGAN,66.43,12.98,8.85,11399.0,70.28,2023
KABUPATEN PULANG PISAU,68.6,12.51,8.27,10752.0,69.6,2023
